Station,Year,Month,Maximum Temperature (Deg.Cel),Minimum Temperature (Deg.Cel),Total Rainfall (mm),Humidity (percent),Wind Speed (m/s),Cloud Coverage (Octs),Sunshine (Hours)
Tangail (41909),2014,5,35.38,24.63,127.0,74.16,1.08,4.23,7.03
Tangail (41909),2014,6,33.33,25.67,585.0,82.67,0.96,5.57,3.53
Tangail (41909),2014,7,32.9,26.24,239.0,84.03,1.04,6.52,4.19
Tangail (41909),2014,8,32.65,25.9,234.0,84.42,0.95,6.68,4.0
Tangail (41909),2014,9,33.1,25.63,320.0,82.2,0.86,4.5,5.75
Tangail (41909),2014,10,32.25,22.63,41.0,79.77,0.83,2.29,7.16
Tangail (41909),2014,11,30.13,17.06,0.0,78.4,0.73,0.47,6.16
Tangail (41909),2014,12,24.11,12.7,0.0,85.19,0.66,2.0,3.52
Tangail (41909),2015,1,24.21,11.91,0.0,81.48,0.86,1.87,5.2
Tangail (41909),2015,2,27.99,14.69,8.0,75.21,0.74,1.14,6.51
Tangail (41909),2015,3,31.83,18.08,14.0,66.74,0.93,1.35,8.59
Tangail (41909),2015,4,32.56,21.06,253.0,76.83,0.96,4.27,6.52
Tangail (41909),2015,5,34.06,23.48,158.0,76.35,1.08,3.71,6.83
Tangail (41909),2015,6,32.9,25.23,498.0,82.8,1.14,5.2,4.19
Tangail (41909),2015,7,32.47,25.23,408.0,83.77,0.95,6.42,3.51
Tangail (41909),2015,8,32.61,25.85,318.0,85.1,0.95,5.9,2.55
Tangail (41909),2015,9,33.43,25.56,185.0,80.6,0.83,4.33,5.17
Tangail (41909),2015,10,32.89,22.77,26.0,80.1,0.65,2.29,7.27
Tangail (41909),2015,11,30.46,18.04,0.0,77.97,0.62,0.67,7.38
Tangail (41909),2015,12,25.35,13.34,3.0,80.87,0.65,1.0,3.64
Tangail (41909),2016,1,24.47,11.25,8.0,79.65,0.69,1.0,4.93
Tangail (41909),2016,2,29.26,16.53,15.0,74.24,0.87,1.24,6.14
Tangail (41909),2016,3,32.86,19.9,26.0,69.65,0.85,1.94,6.33
Tangail (41909),2016,4,35.49,24.84,45.0,75.2,1.17,3.03,6.51
Tangail (41909),2016,5,33.84,23.61,182.0,75.61,1.0,4.23,4.97
Tangail (41909),2016,6,33.89,25.58,126.0,79.8,1.01,4.77,4.81
Tangail (41909),2016,7,32.59,25.54,359.0,85.16,1.1,6.39,2.94
Tangail (41909),2016,8,33.62,25.91,101.0,81.48,1.07,5.29,5.6
Tangail (41909),2016,9,33.24,25.35,141.0,84.6,0.83,5.3,4.46
Tangail (41909),2016,10,33.22,24.27,124.0,81.16,0.77,3.06,6.53
Tangail (41909),2016,11,30.07,18.64,4.0,77.73,0.64,1.47,7.15
Tangail (41909),2016,12,27.39,14.82,0.0,82.0,0.7,0.42,5.81
Tangail (41909),2017,1,25.78,11.95,0.0,77.74,0.72,0.42,6.28
Tangail (41909),2017,2,29.14,15.4,1.0,70.96,0.8,0.68,7.01
Tangail (41909),2017,3,30.14,18.77,61.0,72.19,0.97,3.48,5.68
Tangail (41909),2017,4,32.92,22.64,256.0,76.97,1.22,4.37,5.73
Tangail (41909),2017,5,34.48,24.77,242.0,77.68,1.04,4.55,6.83
Tangail (41909),2017,6,33.36,25.83,272.0,83.63,1.0,6.07,4.62
Tangail (41909),2017,7,32.5,26.2,503.0,86.03,1.02,6.81,3.36
Tangail (41909),2017,8,33.25,26.72,469.0,84.0,0.94,6.13,3.31
Tangail (41909),2017,9,33.73,26.46,290.0,84.17,1.1,5.53,3.63
Tangail (41909),2017,10,32.47,24.24,376.0,83.13,1.02,4.16,5.34
Tangail (41909),2017,11,30.02,18.35,17.0,79.57,0.6,1.3,7.42
Tangail (41909),2017,12,26.43,15.31,46.0,83.71,0.58,1.35,5.97
Tangail (41909),2018,1,22.88,10.03,0.0,80.39,0.72,0.35,6.46
Tangail (41909),2018,2,28.61,15.54,40.0,72.86,0.86,1.07,6.06
Tangail (41909),2018,3,32.82,20.11,24.0,69.26,0.97,1.74,7.05
Tangail (41909),2018,4,31.98,21.82,211.0,76.07,1.25,4.17,6.87
Tangail (41909),2018,5,31.95,23.25,336.0,81.0,1.34,5.03,4.76
Tangail (41909),2018,6,34.16,25.91,218.0,80.33,1.19,5.6,4.75
Tangail (41909),2018,7,32.99,26.53,329.0,83.65,1.15,6.32,3.6
Tangail (41909),2018,8,33.38,26.91,174.0,82.35,1.12,5.9,4.59
Tangail (41909),2018,9,33.56,25.99,202.0,81.33,1.23,4.83,5.23
Tangail (41909),2018,10,31.46,22.78,77.0,79.9,0.72,2.68,6.11
Tangail (41909),2018,11,29.84,17.89,5.0,76.43,0.87,1.03,8.1
Tangail (41909),2018,12,25.63,13.3,23.0,78.06,0.83,1.52,6.75
Tangail (41909),2019,1,26.31,11.57,0.0,74.26,1.16,0.68,7.49
Tangail (41909),2019,2,28.03,14.74,52.0,71.64,2.04,1.96,6.51
Tangail (41909),2019,3,31.26,19.1,17.0,66.61,2.22,2.71,7.62
Tangail (41909),2019,4,33.21,22.37,195.0,75.2,2.61,3.6,7.45
Tangail (41909),2019,5,34.79,24.35,295.0,77.32,2.55,4.81,7.01
Tangail (41909),2019,6,34.13,25.32,327.0,81.23,2.34,5.27,5.15
Tangail (41909),2019,7,33.38,25.74,484.0,82.61,2.56,6.13,4.25
Tangail (41909),2019,8,34.13,26.68,158.0,79.13,2.41,5.39,6.61
Tangail (41909),2019,9,33.08,25.71,149.0,83.07,2.01,5.67,4.43
Tangail (41909),2019,10,31.97,23.1,150.0,81.61,1.43,3.1,5.84
Tangail (41909),2019,11,29.93,19.13,20.0,81.4,0.61,1.53,6.79
Tangail (41909),2019,12,24.12,13.09,6.0,82.13,0.74,1.26,4.78
Tangail (41909),2020,1,23.2,11.85,28.0,83.19,,1.77,4.14
Tangail (41909),2020,2,26.56,13.3,1.0,73.28,,1.59,6.38
Tangail (41909),2020,3,31.51,18.46,27.0,66.35,,2.0,7.81
Tangail (41909),2020,4,33.1,21.45,200.0,74.2,,3.6,6.64
Tangail (41909),2020,5,33.03,23.12,419.0,79.45,,4.97,5.43
Tangail (41909),2020,6,33.57,25.45,306.0,82.43,,5.8,4.41
Tangail (41909),2020,7,33.12,25.83,459.0,84.45,,6.26,3.39
Tangail (41909),2020,8,33.86,25.97,136.0,82.0,,5.94,4.81
Tangail (41909),2020,9,33.65,25.23,212.0,84.0,,5.6,3.89
Tangail (41909),2020,10,33.01,24.06,169.0,83.13,,3.26,5.69
Tangail (41909),2020,11,30.49,16.88,0.0,76.27,,1.4,7.4
Tangail (41909),2020,12,24.93,13.76,0.0,80.77,,0.81,5.4
Tangail (41909),2021,1,24.42,12.27,0.0,80.16,,0.81,5.08
Tangail (41909),2021,2,29.15,14.32,0.0,70.86,,0.5,7.11
Tangail (41909),2021,3,33.92,21.07,8.0,64.23,,1.48,6.44
Tangail (41909),2021,4,35.53,23.45,58.0,64.8,,2.37,7.56
Tangail (41909),2021,5,34.57,24.23,200.0,72.87,,4.52,6.8
Tangail (41909),2021,6,32.84,25.02,546.0,83.67,,6.47,4.36
Tangail (41909),2021,7,32.86,25.71,171.0,81.9,,5.9,3.13
Tangail (41909),2021,8,33.09,25.44,459.0,83.97,,6.68,3.18
Tangail (41909),2021,9,33.66,25.32,109.0,79.63,,4.93,5.04
Tangail (41909),2021,10,33.27,23.48,221.0,79.65,,3.16,6.02
Tangail (41909),2021,11,29.69,16.76,7.0,76.67,,1.0,6.9
Tangail (41909),2021,12,25.98,14.15,38.0,80.16,,1.35,5.47
Tangail (41909),2022,1,23.85,12.93,16.0,81.06,,2.19,4.99
Tangail (41909),2022,2,25.92,13.83,42.0,73.61,,1.86,6.95
Tangail (41909),2022,3,33.42,20.57,0.0,66.32,,1.13,7.65
Tangail (41909),2022,4,34.24,25.11,105.0,75.77,,4.37,4.31
Tangail (41909),2022,5,33.11,24.56,305.0,78.32,,5.58,4.65
Tangail (41909),2022,6,33.47,25.95,234.0,81.13,,6.5,2.84
Tangail (41909),2022,7,34.48,27.16,91.0,77.0,,5.52,5.82
Tangail (41909),2022,8,34.02,26.5,231.0,78.94,,5.1,5.54
Tangail (41909),2022,9,33.05,26.03,288.0,82.53,,5.4,3.4
Tangail (41909),2022,10,32.42,23.98,306.0,79.39,,3.03,6.66
Tangail (41909),2022,11,30.57,18.48,0.0,76.03,,0.57,8.36
Tangail (41909),2022,12,26.52,14.9,9.0,81.1,,0.29,6.46
Teknaf (11929),2012,1,27.71,15.28,0.0,67.35,1.18,0.48,8.95
Teknaf (11929),2012,2,29.98,16.28,0.0,59.9,1.81,0.34,9.58
Teknaf (11929),2012,3,30.83,20.87,22.0,75.65,1.57,1.35,8.42
Teknaf (11929),2012,4,31.69,24.3,142.0,79.83,1.55,2.73,8.58
Teknaf (11929),2012,5,32.43,25.97,154.0,82.65,1.13,3.55,8.19
Teknaf (11929),2012,6,30.6,25.72,1431.0,88.63,1.14,6.57,3.15
Teknaf (11929),2012,7,29.17,25.28,1349.0,92.71,1.09,7.39,2.55
Teknaf (11929),2012,8,29.87,25.5,933.0,89.94,0.9,6.42,4.3
Teknaf (11929),2012,9,31.1,25.65,496.0,87.1,1.0,5.67,5.95
Teknaf (11929),2012,10,31.3,24.39,319.0,83.19,0.75,2.48,7.53
Teknaf (11929),2012,11,29.93,21.34,23.0,75.73,0.68,2.77,7.02
Teknaf (11929),2012,12,27.38,15.79,0.0,69.84,0.9,0.19,8.97
Teknaf (11929),2013,1,26.53,14.14,0.0,64.03,1.03,0.32,8.5
Teknaf (11929),2013,2,30.47,16.48,0.0,62.61,1.83,1.0,8.65
Teknaf (11929),2013,3,31.08,20.62,0.0,74.52,2.06,0.71,9.45
Teknaf (11929),2013,4,31.95,24.23,34.0,77.37,2.18,1.67,9.06
Teknaf (11929),2013,5,30.71,24.81,753.0,85.32,1.84,5.68,3.88
Teknaf (11929),2013,6,31.02,25.81,821.0,87.13,1.78,6.17,4.61
Teknaf (11929),2013,7,30.24,25.32,1127.0,89.35,1.67,6.55,3.61
Teknaf (11929),2013,8,30.17,25.38,851.0,87.81,1.28,6.35,3.84
Teknaf (11929),2013,9,30.48,25.74,329.0,87.67,1.53,6.1,4.18
Teknaf (11929),2013,10,30.8,24.78,271.0,84.74,1.25,4.39,5.6
Teknaf (11929),2013,11,30.82,19.98,0.0,78.47,1.07,1.67,8.43
Teknaf (11929),2013,12,27.55,16.53,0.0,71.61,1.48,0.9,8.14
Teknaf (11929),2014,1,27.43,13.94,0.0,74.87,1.64,0.32,9.13
Teknaf (11929),2014,2,28.62,15.91,22.0,71.82,1.8,0.75,8.57
Teknaf (11929),2014,3,31.32,20.41,0.0,70.29,2.44,1.23,9.11
Teknaf (11929),2014,4,32.93,25.2,1.0,80.17,2.2,1.63,8.62
Teknaf (11929),2014,5,34.02,26.85,78.0,77.48,1.88,3.77,8.46
Teknaf (11929),2014,6,32.26,26.42,887.0,85.5,1.47,5.97,4.78
Teknaf (11929),2014,7,31.17,26.02,894.0,88.23,1.92,6.48,4.06
Teknaf (11929),2014,8,30.06,25.36,1022.0,90.55,0.95,7.26,2.54
Teknaf (11929),2014,9,30.94,25.39,507.0,87.43,1.02,5.77,5.23
Teknaf (11929),2014,10,32.4,24.48,65.0,82.32,1.03,2.55,8.23
Teknaf (11929),2014,11,30.63,20.48,30.0,79.23,0.87,1.03,9.04
Teknaf (11929),2014,12,28.44,15.45,1.0,75.74,1.19,0.71,8.56
Teknaf (11929),2015,1,27.56,16.02,11.0,73.48,1.7,1.48,7.85
Teknaf (11929),2015,2,29.78,15.86,0.0,68.32,2.53,0.71,9.14
Teknaf (11929),2015,3,31.65,20.53,0.0,66.55,2.61,0.9,8.42
Teknaf (11929),2015,4,32.4,23.98,111.0,78.9,1.72,3.3,6.97
Teknaf (11929),2015,5,32.79,26.09,127.0,80.9,2.2,3.81,7.1
Teknaf (11929),2015,6,30.43,25.49,1695.0,88.47,1.88,6.77,3.06
Teknaf (11929),2015,7,29.68,25.36,1710.0,90.68,2.42,7.23,2.24
Teknaf (11929),2015,8,30.85,25.64,824.0,87.87,1.51,6.61,4.14
Teknaf (11929),2015,9,31.61,25.84,710.0,86.13,1.24,4.83,6.49
Teknaf (11929),2015,10,31.43,24.14,201.0,83.55,0.97,3.19,7.11
Teknaf (11929),2015,11,30.88,20.77,44.0,79.4,1.05,1.63,8.11
Teknaf (11929),2015,12,27.95,16.83,14.0,75.97,1.12,1.23,6.84
Teknaf (11929),2016,1,26.95,14.02,0.0,71.9,1.71,0.87,6.96
Teknaf (11929),2016,2,30.12,18.2,0.0,72.76,1.68,1.03,7.28
Teknaf (11929),2016,3,32.33,21.78,20.0,75.55,2.17,1.58,7.86
Teknaf (11929),2016,4,33.15,25.96,22.0,76.53,2.75,3.2,7.84
Teknaf (11929),2016,5,33.17,25.95,346.0,79.35,1.88,3.61,7.81
Teknaf (11929),2016,6,31.91,25.93,867.0,85.53,2.66,5.6,5.74
Teknaf (11929),2016,7,30.14,25.32,1351.0,90.58,1.82,7.1,2.33
Teknaf (11929),2016,8,30.2,25.37,920.0,89.35,1.59,6.39,2.77
Teknaf (11929),2016,9,31.7,25.87,512.0,87.1,1.12,5.0,5.81
Teknaf (11929),2016,10,32.22,25.21,208.0,85.52,1.14,3.9,6.62
Teknaf (11929),2016,11,30.63,20.4,53.0,80.3,1.14,1.6,8.2
Teknaf (11929),2016,12,29.95,17.73,0.0,77.94,1.09,1.06,7.87
Teknaf (11929),2017,1,29.06,14.25,0.0,70.55,2.16,0.42,9.17
Teknaf (11929),2017,2,30.52,16.1,0.0,70.07,2.32,0.54,8.72
Teknaf (11929),2017,3,30.37,21.16,128.0,77.23,2.5,2.1,7.81
Teknaf (11929),2017,4,31.77,24.16,163.0,80.8,1.86,3.23,7.74
Teknaf (11929),2017,5,33.38,26.41,166.0,81.0,1.66,2.61,7.76
Teknaf (11929),2017,6,31.57,26.56,856.0,86.17,1.67,6.47,3.76
Teknaf (11929),2017,7,30.31,25.8,1409.0,90.35,1.52,6.97,1.95
Teknaf (11929),2017,8,31.14,25.95,767.0,88.74,2.39,6.32,2.81
Teknaf (11929),2017,9,31.63,26.02,488.0,85.9,1.09,5.3,4.0
Teknaf (11929),2017,10,31.71,26.18,164.0,82.29,1.41,3.35,5.37
Teknaf (11929),2017,11,31.15,23.9,9.0,69.07,0.5,1.33,7.17
Teknaf (11929),2017,12,28.91,17.83,28.0,72.77,0.67,1.45,7.04
Teknaf (11929),2018,1,26.47,13.55,92.0,70.13,1.41,0.74,7.98
Teknaf (11929),2018,2,29.68,17.03,0.0,75.43,1.49,1.07,8.73
Teknaf (11929),2018,3,31.36,20.84,0.0,81.29,2.0,1.39,8.27
Teknaf (11929),2018,4,32.74,23.96,12.0,79.73,1.58,1.93,8.83
Teknaf (11929),2018,5,33.14,25.71,181.0,74.35,1.62,4.48,7.53
Teknaf (11929),2018,6,31.11,25.8,1001.0,83.43,1.76,6.9,2.4
Teknaf (11929),2018,7,30.67,25.49,1288.0,86.52,1.47,7.42,2.45
Teknaf (11929),2018,8,31.12,25.44,502.0,84.9,1.23,6.61,3.59
Teknaf (11929),2018,9,32.12,25.22,244.0,82.4,1.61,4.73,5.93
Teknaf (11929),2018,10,30.63,23.52,593.0,83.68,1.22,3.68,5.27
Teknaf (11929),2018,11,30.79,19.0,5.0,73.77,1.55,0.93,8.14
Teknaf (11929),2018,12,28.37,16.58,10.0,74.0,1.32,1.52,
Teknaf (11929),2019,1,28.55,13.52,0.0,72.03,2.88,0.42,10.47
Teknaf (11929),2019,2,29.68,15.91,1.0,70.43,4.84,0.93,8.72
Teknaf (11929),2019,3,31.48,20.29,81.0,70.45,4.14,1.19,8.3
Teknaf (11929),2019,4,33.44,22.5,6.0,72.23,4.31,0.97,9.72
Teknaf (11929),2019,5,34.11,26.9,77.0,73.26,4.76,2.58,8.99
Teknaf (11929),2019,6,32.4,25.74,311.0,82.27,3.08,6.73,4.51
Teknaf (11929),2019,7,30.61,24.71,1513.0,88.19,4.66,7.1,2.04
Teknaf (11929),2019,8,31.57,25.05,677.0,84.58,3.33,6.35,4.34
Teknaf (11929),2019,9,31.57,24.91,1153.0,84.4,2.89,4.97,4.75
Teknaf (11929),2019,10,32.42,24.83,151.0,82.13,3.32,1.42,6.52
Teknaf (11929),2019,11,31.88,21.59,23.0,77.57,2.2,1.03,8.37
Teknaf (11929),2019,12,28.59,16.04,0.0,67.74,2.47,0.32,8.42
Teknaf (11929),2020,1,27.63,14.7,12.0,70.13,,1.13,7.01
Teknaf (11929),2020,2,28.8,14.59,0.0,67.17,,0.07,7.99
Teknaf (11929),2020,3,32.24,20.55,0.0,64.0,,0.26,9.54
Teknaf (11929),2020,4,33.26,24.08,74.0,74.67,,1.87,8.35
Teknaf (11929),2020,5,33.34,25.21,227.0,74.26,,2.94,8.48
Teknaf (11929),2020,6,31.77,24.85,636.0,83.3,,6.5,4.16
Teknaf (11929),2020,7,31.21,24.8,911.0,86.0,,6.68,4.67
Teknaf (11929),2020,8,30.59,24.54,1177.0,86.06,,6.74,3.2
Teknaf (11929),2020,9,31.72,24.94,570.0,83.3,,5.0,6.32
Teknaf (11929),2020,10,32.78,24.48,195.0,82.52,,2.13,6.68
Teknaf (11929),2020,11,31.13,21.43,98.0,80.57,,1.13,7.98
Teknaf (11929),2020,12,29.24,14.63,0.0,73.03,,0.0,8.8
Teknaf (11929),2021,1,28.55,14.87,0.0,73.97,,0.0,8.05
Teknaf (11929),2021,2,29.41,15.59,0.0,70.89,,0.79,7.92
Teknaf (11929),2021,3,32.23,21.47,0.0,75.13,,1.16,7.96
Teknaf (11929),2021,4,33.65,24.02,12.0,76.93,,3.27,9.0
Teknaf (11929),2021,5,34.21,26.31,59.0,77.61,,3.39,8.46
Teknaf (11929),2021,6,30.61,25.88,874.0,88.57,,7.3,2.0
Teknaf (11929),2021,7,30.58,25.41,1068.0,89.16,,6.9,3.05
Teknaf (11929),2021,8,31.35,25.83,703.0,87.45,,6.23,3.36
Teknaf (11929),2021,9,31.92,26.23,173.0,85.2,,5.73,6.17
Teknaf (11929),2021,10,31.83,24.97,134.0,84.71,,4.68,6.34
Teknaf (11929),2021,11,31.61,22.81,0.0,82.03,,0.23,8.39
Teknaf (11929),2021,12,29.62,17.97,21.0,73.77,,1.23,7.94
Teknaf (11929),2022,1,28.92,14.74,0.0,70.39,,0.71,8.56
Teknaf (11929),2022,2,29.9,16.16,5.0,74.14,,0.21,9.01
Teknaf (11929),2022,3,33.29,21.26,0.0,66.39,,1.84,8.33
Teknaf (11929),2022,4,33.49,25.6,33.0,77.4,,1.53,9.42
Teknaf (11929),2022,5,32.94,25.83,260.0,82.1,,4.52,5.43
Teknaf (11929),2022,6,31.72,25.4,875.0,87.0,,6.03,4.67
Teknaf (11929),2022,7,31.96,25.75,282.0,84.71,,5.71,6.45
Teknaf (11929),2022,8,31.75,25.49,529.0,86.16,,6.29,5.45
Teknaf (11929),2022,9,31.51,25.84,443.0,86.33,,6.33,4.4
Teknaf (11929),2022,10,32.4,25.55,174.0,83.23,,2.77,7.68
Teknaf (11929),2022,11,31.58,20.63,27.0,77.37,,0.33,9.29
Teknaf (11929),2022,12,30.21,18.13,0.0,75.32,,0.23,7.85
Ambagan (41977),2010,1,,13.77,0.0,,,,
Ambagan (41977),2010,2,,16.87,0.0,,,,
Ambagan (41977),2010,3,,22.74,0.0,,,,
Ambagan (41977),2010,4,,26.0,0.0,,,,
Ambagan (41977),2010,5,,25.54,0.0,,,,
Ambagan (41977),2010,6,,25.7,0.0,,,,
Ambagan (41977),2010,7,,26.11,0.0,,,,
Ambagan (41977),2010,8,,25.81,0.0,,,,
Ambagan (41977),2010,9,,25.73,0.0,,,,
Ambagan (41977),2010,10,,24.91,0.0,,,,
Ambagan (41977),2010,11,,21.19,0.0,,,,
Ambagan (41977),2010,12,,16.01,0.0,,,,
Ambagan (41977),2011,1,,13.49,0.0,,,,
Ambagan (41977),2011,2,,16.94,0.0,,,,
Ambagan (41977),2011,3,,20.66,0.0,,,,
Ambagan (41977),2011,4,,23.67,0.0,,,,
Ambagan (41977),2011,5,,24.95,0.0,,,,
Ambagan (41977),2011,6,,25.77,0.0,,,,
Ambagan (41977),2011,7,,25.62,0.0,,,,
Ambagan (41977),2011,8,,25.32,0.0,,,,
Ambagan (41977),2011,9,,25.42,0.0,,,,
Ambagan (41977),2011,10,,24.27,0.0,,,,
Ambagan (41977),2011,11,,19.22,0.0,,,,
Ambagan (41977),2011,12,,15.97,0.0,,,,
Barisal (11704),2010,1,,10.81,0.0,80.68,0.94,1.03,7.08
Barisal (11704),2010,2,,15.56,1.0,74.64,0.83,1.57,7.54
Barisal (11704),2010,3,,22.92,1.0,73.45,1.55,2.55,8.25
Barisal (11704),2010,4,,26.54,10.0,77.2,2.54,4.77,8.45
Barisal (11704),2010,5,,25.82,212.0,80.77,1.92,5.65,6.66
Barisal (11704),2010,6,,26.43,481.0,87.57,1.34,6.67,3.78
Barisal (11704),2010,7,,26.69,251.0,87.1,0.97,6.13,4.75
Barisal (11704),2010,8,,26.75,156.0,86.84,0.77,6.16,4.81
Barisal (11704),2010,9,,26.22,184.0,88.03,0.62,5.17,5.05
Barisal (11704),2010,10,,24.96,275.0,86.16,0.27,3.97,7.0
Barisal (11704),2010,11,,20.5,64.0,85.13,0.0,1.43,6.94
Barisal (11704),2010,12,,13.46,27.0,81.65,0.21,1.45,6.15
Barisal (11704),2011,1,,10.92,0.0,79.45,0.51,0.48,6.65
Barisal (11704),2011,2,,15.26,0.0,72.89,0.97,0.89,7.87
Barisal (11704),2011,3,,20.12,34.0,72.23,1.58,2.48,7.97
Barisal (11704),2011,4,,23.0,105.0,79.17,0.83,3.47,7.52
Barisal (11704),2011,5,,25.17,153.0,81.9,1.33,4.77,7.25
Barisal (11704),2011,6,,26.29,481.0,87.53,1.72,6.33,3.57
Barisal (11704),2011,7,,26.45,314.0,86.52,1.51,5.87,4.78
Barisal (11704),2011,8,,25.93,428.0,89.52,1.46,6.52,3.4
Barisal (11704),2011,9,,25.9,337.0,88.7,1.46,5.77,4.16
Barisal (11704),2011,10,,24.48,56.0,84.94,0.14,2.84,6.85
Barisal (11704),2011,11,,18.4,1.0,82.83,0.12,0.57,7.74
Barisal (11704),2011,12,,14.28,0.0,84.19,0.61,2.39,5.59
Bhola (11706),2010,1,,11.29,0.0,81.03,0.59,1.55,6.75
Bhola (11706),2010,2,,15.72,0.0,73.43,0.3,1.64,6.89
Bhola (11706),2010,3,,23.02,1.0,75.84,0.69,2.58,7.82
Bhola (11706),2010,4,,26.47,10.0,83.6,1.06,4.0,8.28
Bhola (11706),2010,5,,25.6,195.0,86.87,0.66,4.77,6.45
Bhola (11706),2010,6,,26.28,401.0,90.23,0.5,6.3,3.36
Bhola (11706),2010,7,,26.45,353.0,89.71,0.36,6.06,4.65
Bhola (11706),2010,8,,26.51,91.0,87.42,0.3,5.9,4.82
Bhola (11706),2010,9,,26.05,232.0,88.2,0.55,4.97,5.27
Bhola (11706),2010,10,,25.1,442.0,84.87,0.45,3.52,6.65
Bhola (11706),2010,11,,20.78,39.0,81.87,0.46,1.4,6.9
Bhola (11706),2010,12,,14.21,8.0,80.87,0.52,1.55,6.07
Bhola (11706),2011,1,,11.42,0.0,79.77,0.67,1.39,6.17
Bhola (11706),2011,2,,15.42,0.0,75.68,0.69,1.11,7.86
Bhola (11706),2011,3,,20.19,32.0,75.19,1.15,2.55,7.81
Bhola (11706),2011,4,,23.14,66.0,79.57,0.61,3.13,7.16
Bhola (11706),2011,5,,25.0,317.0,84.13,0.99,4.19,6.22
Bhola (11706),2011,6,,26.1,425.0,88.23,0.66,6.07,3.42
Bhola (11706),2011,7,,26.16,398.0,87.58,0.63,5.42,3.99
Bhola (11706),2011,8,,25.84,383.0,88.77,0.87,5.97,3.26
Bhola (11706),2011,9,,25.86,331.0,90.03,0.84,5.1,3.96
Bhola (11706),2011,10,,24.62,63.0,85.39,0.63,2.35,6.21
Bhola (11706),2011,11,,18.62,0.0,82.9,0.49,0.5,6.95
Bhola (11706),2011,12,,15.06,0.0,84.9,0.36,0.68,5.65
Bogra (10408),2010,1,,10.94,0.0,80.03,1.56,1.48,5.17
Bogra (10408),2010,2,,14.44,0.0,66.11,1.14,1.14,6.94
Bogra (10408),2010,3,,20.91,0.0,64.0,1.76,1.39,6.84
Bogra (10408),2010,4,,24.82,29.0,75.43,1.94,3.3,5.17
Bogra (10408),2010,5,,25.13,185.0,74.32,1.7,4.39,6.59
Bogra (10408),2010,6,,26.33,286.0,82.9,1.48,6.27,3.83
Bogra (10408),2010,7,,27.06,92.0,81.61,1.41,5.81,5.14
Bogra (10408),2010,8,,26.93,225.0,82.48,1.25,5.87,4.93
Bogra (10408),2010,9,,26.05,244.0,83.97,1.32,5.47,5.36
Bogra (10408),2010,10,,23.77,190.0,81.32,1.26,3.58,6.41
Bogra (10408),2010,11,,19.47,3.0,74.57,0.91,1.6,7.04
Bogra (10408),2010,12,,13.51,20.0,74.58,0.96,1.55,5.75
Bogra (10408),2011,1,,10.13,1.0,79.71,1.04,1.45,4.0
Bogra (10408),2011,2,,14.66,0.0,68.46,1.41,0.89,7.12
Bogra (10408),2011,3,,20.12,7.0,66.65,1.47,2.32,7.37
Bogra (10408),2011,4,,22.43,145.0,71.47,1.4,3.37,7.65
Bogra (10408),2011,5,,23.61,194.0,77.87,1.47,4.55,6.85
Bogra (10408),2011,6,,26.13,193.0,81.5,1.62,5.73,4.77
Bogra (10408),2011,7,,26.52,175.0,82.55,1.39,5.9,4.55
Bogra (10408),2011,8,,26.27,606.0,85.74,1.51,6.26,4.28
Bogra (10408),2011,9,,26.17,389.0,83.97,1.5,5.13,5.95
Bogra (10408),2011,10,,24.23,0.0,77.58,0.99,1.84,7.65
Bogra (10408),2011,11,,18.02,11.0,75.83,0.79,0.67,6.27
Bogra (10408),2011,12,,13.35,0.0,81.9,0.94,1.81,3.8
Chandpur (11316),2010,1,,12.38,0.0,81.45,1.4,1.87,3.74
Chandpur (11316),2010,2,,15.88,23.0,72.21,1.28,1.54,3.81
Chandpur (11316),2010,3,,22.47,3.0,71.52,1.64,3.0,5.88
Chandpur (11316),2010,4,,25.89,17.0,77.7,1.75,4.6,4.46
Chandpur (11316),2010,5,,25.21,191.0,79.87,1.35,5.16,5.64
Chandpur (11316),2010,6,,26.32,541.0,87.13,1.29,6.5,2.94
Chandpur (11316),2010,7,,26.57,233.0,84.84,1.26,5.74,4.49
Chandpur (11316),2010,8,,26.75,204.0,83.9,1.26,6.1,4.64
Chandpur (11316),2010,9,,26.31,229.0,85.93,1.24,5.83,3.69
Chandpur (11316),2010,10,,25.31,303.0,81.87,1.21,4.81,6.47
Chandpur (11316),2010,11,,21.15,6.0,78.83,0.95,1.87,6.29
Chandpur (11316),2010,12,,15.2,15.0,77.61,1.06,1.74,4.64
Chandpur (11316),2011,1,,12.05,0.0,77.68,1.09,0.84,4.53
Chandpur (11316),2011,2,,16.18,1.0,71.11,1.12,0.93,7.05
Chandpur (11316),2011,3,,20.33,35.0,70.1,1.45,3.26,6.59
Chandpur (11316),2011,4,,22.63,145.0,76.47,1.21,5.1,7.3
Chandpur (11316),2011,5,,24.45,424.0,82.45,1.12,6.32,6.37
Chandpur (11316),2011,6,,26.02,410.0,86.53,1.14,6.5,3.14
Chandpur (11316),2011,7,,26.06,291.0,85.1,1.07,6.26,4.83
Chandpur (11316),2011,8,,26.01,403.0,87.35,1.06,6.48,3.29
Chandpur (11316),2011,9,,26.09,291.0,86.03,1.08,6.1,4.52
Chandpur (11316),2011,10,,24.74,128.0,80.77,1.04,3.55,6.49
Chandpur (11316),2011,11,,19.19,0.0,76.83,0.76,1.23,6.94
